State Code (FIPS)	County Code (FIPS)	Area Name (including legal/statistical area description)
17	077	Ora township
17	077	Pomona township
17	077	Sand Ridge township
17	077	Somerset township
17	077	Vergennes township
17	079	Jasper County
17	079	Crooked Creek township
17	079	Fox township
17	079	Grandville township
17	079	Grove township
17	079	Hunt City township
17	079	North Muddy township
17	079	Ste. Marie township
17	079	Smallwood township
17	079	South Muddy township
17	079	Wade township
17	079	Willow Hill township
17	081	Jefferson County
17	081	Bald Hill township
17	081	Blissville township
17	081	Casner township
17	081	Dodds township
17	081	Elk Prairie township
17	081	Farrington township
17	081	Field township
17	081	Grand Prairie township
17	081	McClellan township
17	081	Moores Prairie township
17	081	Mount Vernon township
17	081	Pendleton township
17	081	Rome township
17	081	Shiloh township
17	081	Spring Garden township
17	081	Webber township
17	083	Jersey County
17	083	Elsah township
17	083	English township
17	083	Fidelity township
17	083	Jersey township
17	083	Mississippi township
17	083	Otter Creek township
17	083	Piasa township
17	083	Quarry township
17	083	Richwood township
17	083	Rosedale township
17	083	Ruyle township
17	085	Jo Daviess County
17	085	Apple River township
17	085	Berreman township
17	085	Council Hill township
17	085	Derinda township
17	085	Dunleith township
17	085	East Galena township
17	085	Elizabeth township
17	085	Guilford township
17	085	Hanover township
17	085	Menominee township
17	085	Nora township
17	085	Pleasant Valley township
17	085	Rawlins township
17	085	Rice township
17	085	Rush township
17	085	Scales Mound township
17	085	Stockton township
17	085	Thompson township
17	085	Vinegar Hill township
17	085	Wards Grove township
17	085	Warren township
17	085	West Galena township
17	085	Woodbine township
17	087	Johnson County
17	089	Kane County
17	089	Aurora township
17	089	Batavia township
17	089	Big Rock township
17	089	Blackberry township
17	089	Burlington township
17	089	Campton township
17	089	Dundee township
17	089	Elgin township
17	089	Geneva township
17	089	Hampshire township
17	089	Kaneville township
17	089	Plato township
17	089	Rutland township
17	089	St. Charles township
17	089	Sugar Grove township
17	089	Virgil township
17	091	Kankakee County
17	091	Aroma township
17	091	Bourbonnais township
17	091	Essex township
17	091	Ganeer township
17	091	Kankakee township
17	091	Limestone township
17	091	Manteno township
17	091	Momence township
17	091	Norton township
17	091	Otto township
17	091	Pembroke township
17	091	Pilot township
17	091	Rockville township
17	091	St. Anne township
17	091	Salina township
17	091	Sumner township
17	091	Yellowhead township
17	093	Kendall County
17	093	Big Grove township
17	093	Bristol township
17	093	Fox township
17	093	Kendall township
17	093	Lisbon township
17	093	Little Rock township
17	093	Na-Au-Say township
17	093	Oswego township
17	093	Seward township
17	095	Knox County
17	095	Cedar township
17	095	Chestnut township
17	095	Copley township
17	095	Elba township
17	095	Galesburg township
17	095	Galesburg City township
17	095	Haw Creek township
17	095	Henderson township
17	095	Indian Point township
17	095	Knox township
17	095	Lynn township
17	095	Maquon township
17	095	Ontario township
17	095	Orange township
17	095	Persifer township
17	095	Rio township
17	095	Salem township
17	095	Sparta township
17	095	Truro township
17	095	Victoria township
17	095	Walnut Grove township
17	097	Lake County
17	097	Antioch township
17	097	Avon township
17	097	Benton township
17	097	Cuba township
17	097	Ela township
17	097	Fremont township
17	097	Grant township
17	097	Lake Villa township
17	097	Libertyville township
17	097	Moraine township
17	097	Newport township
17	097	Shields township
17	097	Vernon township
17	097	Warren township
17	097	Wauconda township
17	097	Waukegan township
17	097	West Deerfield township
17	097	Zion township
17	099	LaSalle County
17	099	Adams township
17	099	Allen township
17	099	Brookfield township
17	099	Bruce township
17	099	Dayton township
17	099	Deer Park township
17	099	Dimmick township
17	099	Eagle township
17	099	Earl township
17	099	Eden township
17	099	Fall River township
17	099	Farm Ridge township
17	099	Freedom township
17	099	Grand Rapids township
17	099	Groveland township
17	099	Hope township
17	099	LaSalle township
17	099	Manlius township
17	099	Mendota township
17	099	Meriden township
17	099	Miller township
17	099	Mission township
17	099	Northville township
17	099	Ophir township
17	099	Osage township
17	099	Ottawa township
17	099	Otter Creek township
17	099	Peru township
17	099	Richland township
17	099	Rutland township
17	099	Serena township
17	099	South Ottawa township
17	099	Troy Grove township
17	099	Utica township
17	099	Vermillion township
17	099	Wallace township
17	099	Waltham township
17	101	Lawrence County
17	101	Allison township
17	101	Bond township
17	101	Bridgeport township
17	101	Christy township
17	101	Denison township
17	101	Lawrence township
17	101	Lukin township
17	101	Petty township
17	101	Russell township
17	103	Lee County
17	103	Alto township
17	103	Amboy township
17	103	Ashton township
17	103	Bradford township
17	103	Brooklyn township
17	103	Dixon township
17	103	East Grove township
17	103	Franklin Grove township
17	103	Hamilton township
17	103	Harmon township
17	103	Lee Center township
17	103	Marion township
17	103	May township
17	103	Nachusa township
17	103	Nelson township
17	103	Palmyra township
17	103	Reynolds township
17	103	South Dixon township
17	103	Sublette township
17	103	Viola township
17	103	Willow Creek township
17	103	Wyoming township
17	105	Livingston County
17	105	Amity township
17	105	Avoca township
17	105	Belle Prairie township
17	105	Broughton township
17	105	Charlotte township
17	105	Chatsworth township
17	105	Dwight township
17	105	Eppards Point township
17	105	Esmen township
17	105	Fayette township
17	105	Forrest township
17	105	Germanville township
17	105	Indian Grove township
17	105	Long Point township
17	105	Nebraska township
17	105	Nevada township
17	105	Newtown township
17	105	Odell township
17	105	Owego township
17	105	Pike township
17	105	Pleasant Ridge township
17	105	Pontiac township
17	105	Reading township
17	105	Rooks Creek township
17	105	Round Grove township
17	105	Saunemin township
17	105	Sullivan township
17	105	Sunbury township
17	105	Union township
17	105	Waldo township
17	107	Logan County
17	107	Aetna township
17	107	Atlanta township
17	107	Broadwell township
17	107	Chester township
17	107	Corwin township
17	107	East Lincoln township
17	107	Elkhart township
17	107	Eminence township
17	107	Hurlbut township
17	107	Laenna township
17	107	Lake Fork township
17	107	Mount Pulaski township
17	107	Oran township
17	107	Orvil township
17	107	Prairie Creek township
17	107	Sheridan township
17	107	West Lincoln township
17	109	McDonough County
17	109	Bethel township
17	109	Blandinsville township
17	109	Bushnell township
17	109	Chalmers township
17	109	Colchester township
17	109	Eldorado township
17	109	Emmet township
17	109	Hire township
17	109	Industry township
17	109	Lamoine township
17	109	Macomb township
17	109	Macomb City township
17	109	Mound township
17	109	New Salem township
17	109	Prairie City township
17	109	Sciota township
17	109	Scotland township
17	109	Tennessee township
17	109	Walnut Grove township
17	111	McHenry County
17	111	Alden township
17	111	Algonquin township
17	111	Burton township
17	111	Chemung township
17	111	Coral township
17	111	Dorr township
17	111	Dunham township
17	111	Grafton township
17	111	Greenwood township
17	111	Hartland township
17	111	Hebron township
17	111	McHenry township
17	111	Marengo township
17	111	Nunda township
17	111	Richmond township
17	111	Riley township
17	111	Seneca township
17	113	McLean County
17	113	Allin township
17	113	Anchor township
17	113	Arrowsmith township
17	113	Bellflower township
17	113	Bloomington township
17	113	Bloomington City township
17	113	Blue Mound township
17	113	Cheney's Grove township
17	113	Chenoa township
17	113	Cropsey township
17	113	Dale township
17	113	Danvers township
17	113	Dawson township
17	113	Downs township
17	113	Dry Grove township
17	113	Empire township
17	113	Funks Grove township
17	113	Gridley township
17	113	Hudson township
17	113	Lawndale township
17	113	Lexington township
17	113	Martin township
17	113	Money Creek township
17	113	Mount Hope township
17	113	Normal township
17	113	Old Town township
17	113	Randolph township
17	113	Towanda township
17	113	West township
17	113	White Oak township
17	113	Yates township
17	115	Macon County
17	115	Austin township
17	115	Blue Mound township
17	115	Decatur township
17	115	Friends Creek township
17	115	Harristown township
17	115	Hickory Point township
17	115	Illini township
17	115	Long Creek township
17	115	Maroa township
17	115	Mount Zion township
17	115	Niantic township
17	115	Oakley township
17	115	Pleasant View township
17	115	South Macon township
17	115	South Wheatland township
17	115	Whitmore township
17	117	Macoupin County
17	117	Barr township
17	117	Bird township
17	117	Brighton township
17	117	Brushy Mound township
17	117	Bunker Hill township
17	117	Cahokia township
17	117	Carlinville township
17	117	Chesterfield township
17	117	Dorchester township
17	117	Gillespie township
17	117	Girard township
17	117	Hillyard township
17	117	Honey Point township
17	117	Mount Olive township
17	117	Nilwood township
17	117	North Otter township
17	117	North Palmyra township
17	117	Polk township
17	117	Scottville township
17	117	Shaws Point township
17	117	Shipman township
17	117	South Otter township
17	117	South Palmyra township
17	117	Staunton township
17	117	Virden township
17	117	Western Mound township
17	119	Madison County
17	119	Alhambra township
17	119	Alton township
17	119	Chouteau township
17	119	Collinsville township
17	119	Edwardsville township
17	119	Fort Russell township
17	119	Foster township
17	119	Godfrey township
17	119	Granite City township
17	119	Hamel township
17	119	Helvetia township
17	119	Jarvis township
17	119	Leef township
17	119	Marine township
17	119	Moro township
17	119	Nameoki township
17	119	New Douglas township
17	119	Olive township
17	119	Omphghent township
17	119	Pin Oak township
17	119	St. Jacob township
17	119	Saline township
17	119	Venice township
17	119	Wood River township
17	121	Marion County
17	121	Alma township
17	121	Carrigan township
17	121	Centralia township
17	121	Foster township
17	121	Haines township
17	121	Iuka township
17	121	Kinmundy township
17	121	Meacham township
17	121	Odin township
17	121	Omega township
17	121	Patoka township
17	121	Raccoon township
17	121	Romine township
17	121	Salem township
17	121	Sandoval township
17	121	Stevenson township
17	121	Tonti township
17	123	Marshall County
17	123	Bell Plain township
17	123	Bennington township
17	123	Evans township
17	123	Henry township
17	123	Hopewell township
17	123	Lacon township
17	123	La Prairie township
17	123	Richland township
17	123	Roberts township
17	123	Saratoga township
17	123	Steuben township
17	123	Whitefield township
17	125	Mason County
17	125	Allens Grove township
17	125	Bath township
17	125	Crane Creek township
17	125	Forest City township
17	125	Havana township
17	125	Kilbourne township
17	125	Lynchburg township
17	125	Manito township
17	125	Mason City township
17	125	Pennsylvania township
17	125	Quiver township
17	125	Salt Creek township
17	125	Sherman township
17	127	Massac County
17	129	Menard County
17	131	Mercer County
17	131	Abington township
17	131	Duncan township
17	131	Eliza township
17	131	Greene township
17	131	Keithsburg township
17	131	Mercer township
17	131	Millersburg township
17	131	New Boston township
17	131	North Henderson township
17	131	Ohio Grove township
17	131	Perryton township
17	131	Preemption township
17	131	Richland Grove township
17	131	Rivoli township
17	131	Suez township
17	133	Monroe County
17	135	Montgomery County
